ID,Label,Label_latin,Label_untreated,Name,Collective,Name_alternative,Honorific,Family_name,Family_name_alternative,Connector2,Surname,Surname_alternative,Senior/Junior,Alias,Origin_or_residence,Origin,Residence,Sex,Sex_guessing_hits,Sex_guessing_trace,Heretic,Order,Occupation/office,Occupation_general,Occupation_type,Occupation_guess_rank,Occupation_guess,Fugitive,Network,Relations,Footnotes,Notes,Pages_or_folios,Pages_introduction,Pages_footnotes,Original_entry_untreated_parts,Original_entry_complete,Entry_main_editor
992,Peter of Laurac,"Petrus de Lauraco de Montegalhardo/Lauracus, de Monte Galhardo","Peter of Laurac of Montgaillard/Laurac, of Montgaillard",Peter,,,,,,of,Laurac,,,,"Montgaillard/Laurac,",,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,no,,squire,squire,servant,100,"{u'squire': [[100, u'squire', u'squire', u'servant']]}",,,,,,"XXV:313r, XXV:317v, XXVI:1r, XXVI:69v, XXVI:72v, XXVI:70r, XXVI:70v, XXVI:71r, XXVI:71v, XXVI:72r",,,of Montgaillard,"Peter of Laurac of Montgaillard/Laurac, of Montgaillard [Petrus de Lauraco de Montegalhardo/Lauracus, de Monte Galhardo], squire, 38, 72 n. 19, 75 n. 33; 313r, 317v, 1r, 69v–72v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
993,Peter of Laurac,Petrus de Lauraco de Romenx,Peter of Laurac of Roumens,Peter,,,,,,of,Laurac,,,,Roumens,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,no,,,,,,,,,,,,"XXV:26r, XXV:26v, XXV:27r, XXV:27v, XXV:28v, XXV:30r, XXV:32r, XXV:32v",,,,"Peter of Laurac of Roumens [Petrus de Lauraco de Romenx], 26r–v, 27r–v, 28v, 30r, 32r–v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
994,Peter of Laures,Petrus de Lauris,Peter of Laures,Peter,,,,,,of,Laures,,,,,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,no,OP,,,churchperson,,,,i,,,,"XXVI:2v, XXVI:44r, XXVI:48r, XXVI:68r",,,,"Peter of Laures [Petrus de Lauris], OP, 106 n. 217; 2v, 44r, 48r, 68r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
995,Peter of Le Moulin,Petrus de Molino de Saxiaco,Peter of Le Moulin of Saissac,Peter,,,,,,of,Le Moulin,,,,Saissac,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,no,,,,,,,,,,,,"XXVI:50v, XXVI:51r, XXVI:51v",,,,"Peter of Le Moulin of Saissac [Petrus de Molino de Saxiaco], 50v, 51r–v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
996,Peter of Mazerolles,Petrus de Maiorol’,Peter of Mazerolles,Peter,,,lord,,,of,Mazerolles,,,,,,,m,mmmm,english_names1(Peter) latin_names1(Petrus) latin_guess1 gender_role1(lord),no,,,,,,,,,,,,XXV:316v,,,exile,"Peter of Mazerolles [Petrus de Maiorol’], lord, exile, 316v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
997,Peter of Mas,Petrus de Manso de Faiaco,Peter of Mas of Fajac,Peter,,,,,,of,Mas,,,,Fajac,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,no,,,,,,,,,,,,"XXVI:73v, XXVI:74r",,,,"Peter of Mas of Fajac [Petrus de Manso de Faiaco], <73v–74r>",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
998,Peter of Miras,Petrus de Miras,Peter of Miras,Peter,,,,,,of,Miras,,,,,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,no,,,,,,,,,,,,XXVI:42v,,,messenger,"Peter of Miras [Petrus de Miras], messenger, <42v>",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
999,Peter of Moussoulens,Petrus de Mossolenx/Maisisolenx,Peter of Moussoulens,Peter,,,bailli of the lord Loubens,,,of,Moussoulens,,,,,,,m,mmmm,english_names1(Peter) latin_names1(Petrus) latin_guess1 gender_role1(lord),no,,,,,,,,,,,,"XXV:286v, XXV:287r",,,,"Peter of Moussoulens [Petrus de Mossolenx/Maisisolenx], bailli of the lord Loubens, 286v–287r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1000,(sister of Peter of Moussoulens),,—sister of,,,,,,,,,,,,,,,f,f,gender_role1 (sister),no,,,,,,,,,,,,"XXV:286v, XXV:287r",,,,"—sister of, 286v–287r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1001,Peter of Mulceone,,Peter of Mulceone,Peter,,,,,,of,Mulceone,,,,,,,m,m,english_names1(Peter),no,OP,inquisitor,inquisitor,churchperson,100,"{u'inquisitor': [[100, u'inquisitor', u'inquisitor', u'churchperson'], [80, u'inquisitor', u'vice-inquisitor', u'churchperson']]}",,i,,,,,,,,"Peter of Mulceone, OP, inquisitor, 12; 38v n. 4",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1002,Peter of Paulhac,Petrus of Paholhaco,Peter of Paulhac,Peter,,,,,,of,Paulhac,,,,,,,m,mmmm,english_names1(Peter) latin_names1(Petrus) latin_guess1 gender_role1(lord),no,,by repute lord of Paulhac,knight,knight/noble,100,"{u'knight': [[100, u'knight', u'knight', u'knight/noble']]}",,,,,,XXV:144v,,,"scribe, money-lender and chest-maker","Peter of Paulhac [Petrus of Paholhaco], knight, scribe, money-lender and chest-maker, by repute lord of Paulhac, 144v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1003,Peter of Pech-Rodil,Petrus de Podio Rodelli,Peter of Pech-Rodil,Peter,,,,,,of,Pech-Rodil,,,,,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,no,,,,,,,,,,,,XXV:10r,,,,"Peter of Pech-Rodil [Petrus de Podio Rodelli], 10r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1004,Peter of Pexiora,Petrus de Podio Suirano de Saxiaco,Peter of Pexiora of Saissac,Peter,,,,,,of,Pexiora,,,,Saissac,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,no,,,,,,,,,,,,XXV:273r,,,messenger,"Peter of Pexiora of Saissac [Petrus de Podio Suirano de Saxiaco], messenger, 273r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1005,Peter of Pont,Petrus de Ponte,Peter of Pont,Peter,,,,,,of,Pont,,,,,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,no,,,,,,,,,,,,XXV:254r,,,,"Peter of Pont [Petrus de Ponte], 254r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1006,Peter of Pradines,,Peter of Pradines,Peter,,,,,,of,Pradines,,,,,,,m,m,english_names1(Peter),no,,official,official,official,100,"{u'official': [[100, u'official', u'official', u'official'], [73, u'official', u'royal official', u'official']]}",,,,,,,,,,"Peter of Pradines, official, 55",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1007,Peter of Prat,Petrus de Prato,Peter of Prat,Peter,,,,,,of,Prat,,,,,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,h,,,,,,,,,,,,"XXV:301v, XXV:314r, XXV:314v, XXV:317r, XXV:322r, XXV:322v, XXV:328r, XXV:328v, XXVI:1r, XXVI:71r, XXVI:71v",,,,"Peter of Prat [Petrus de Prato], H, 103; 301v, 314r–v, 317r, 322r–v, 328r–v, 1r, 71r–v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1008,Peter of Rabiaco,Petrus de Rabiaco,Peter of Rabiaco,Peter,,,,,,of,Rabiaco,,,,,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,no,,,,,,,,,,,,XXVI:53r,,,,"Peter of Rabiaco [Petrus de Rabiaco], 53r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1009,Peter of Renneville,Petrus de Ranevilla,Peter of Renneville,Peter,,,,,,of,Renneville,,,,,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,no,,,,,,,,,,,,"XXV:328r, XXV:328v",,,,"Peter of Renneville [Petrus de Ranevilla], 328r–v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1010,Peter of Roco Vilata,"Petrus de Roco Vilata, de Castlario","Peter of Roco Vilata, of Le Carla",Peter,,,,,,of,Roco Vilata,,,,Le Carla,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,no,,,,,,,,,,,,XXVI:55v,,,of Le Carla,"Peter of Roco Vilata, of Le Carla [Petrus de Roco Vilata, de Castlario], 55v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1011,Peter of Roquefort,,Peter of Roquefort,Peter,,,,,,of,Roquefort,,,,,,,m,m,english_names1(Peter),no,,,,,,,,,,,,,,,,"Peter of Roquefort, 260r n. 22",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1012,Peter of Rouffiac,Petrus de Rofiaco,Peter of Rouffiac,Peter,,,,,,of,Rouffiac,,,,,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,no,,,,,,,,,,,,XXV:23v,,,,"Peter of Rouffiac [Petrus de Rofiaco], 23v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1013,Peter of Roumégoux,Petrus de Romegos,Peter of Roumégoux,Peter,,,,,,of,Roumégoux,,,,,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,no,,,,,,,,,,,,"XXV:184v, XXV:185v, XXV:185r, XXV:187r, XXV:191v",,,exile,"Peter of Roumégoux [Petrus de Romegos], exile, 184v–185v, 187r, 191v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1014,Peter of Rouzet,"Petrus de Roseto, de Lados","Peter of Rouzet, of Ladoux",Peter,,,,,,of,Rouzet,,,,Ladoux,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,no,,,,,,,,,,,,"XXV:186r, XXV:187v, XXV:186v, XXV:187r, XXV:188v, XXV:189r, XXV:191v, XXV:192r, XXVI:45v, XXVI:47v, XXVI:46r, XXVI:46v, XXVI:47r, XXVI:48v, XXVI:49r",,,of Ladoux,"Peter of Rouzet, of Ladoux [Petrus de Roseto, de Lados], 186r–187v, 188v–189r, 191v–192r, 45v–47v, 48v–49r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1015,(mother of Peter of Rouzet),,—mother of,,,,,,,,,,,,,,,f,f,gender_role1 (mother),no,,,,,,,,,,,,"XXV:186v, XXV:187r",,,,"—mother of, 186v–187r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1016,Peter of Rubeo,Petrus de Rubeo,Peter of Rubeo,Peter,,,,,,of,Rubeo,,,,,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,h,,,,,,,,,,N53 Here ‘Peter Rog’.,,"XXVI:64r, XXVI:64v, XXVI:67v",,,,"Peter of Rubeo [Petrus de Rubeo], H, <64r–v>, <64v n. 4> {N53 Here ‘Peter Rog’.}, <67v>",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1017,Peter of Sauzet,Petrus de Sauzeto de Lantar’,Peter of Sauzet of Lanta,Peter,,,,,,of,Sauzet,,,,Lanta,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,h,,,,,,,,,,,,"XXV:300r, XXV:301v",,,,"Peter of Sauzet of Lanta [Petrus de Sauzeto de Lantar’], H, 300r, 301v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1018,Peter of Sella,"Petrus de Sella, de Monte Ferrato Lombardie","Peter of Sella, of Monferrato in Lombardy",Peter,,,,,,of,Sella,,,,Monferrato in Lombardy,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,no,,,,,,,,,,,,"XXV:218r, XXV:219v, XXV:218v, XXV:219r",,,"of Monferrato in Lombardy, of the order of the Apostles","Peter of Sella, of Monferrato in Lombardy [Petrus de Sella, de Monte Ferrato Lombardie], of the order of the Apostles, 74; 218r–219v, 220r n. 2, 225v n. 1",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1019,Peter of Saint-Michel,Petrus de St Michaele de Thoelhs/Thoellis/Toellis,Peter of Saint-Michel of Las Touzeilles,Peter,,,,,,of,Saint-Michel,,,,Las Touzeilles,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,no,,,,,,,,,,,,"XXV:26v, XXV:29r, XXV:30r, XXV:32v, XXV:34v, XXV:263v, XXV:264r, XXVI:6r, XXVI:9v, XXVI:10r",,,,"Peter of Saint-Michel of Las Touzeilles [Petrus de St Michaele de Thoelhs/Thoellis/Toellis], 26v, 29r, 30r, 32v, 34v, 263v–264r, 6r, 9v, 10r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1020,Peter of Saint-Pierre,"Petrus de Sancto Petro, de Soricino","Peter of Saint-Pierre, of Sorèze",Peter,,,,,,of,Saint-Pierre,,,,Sorèze,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,no,,,,,,,,,,,,XXV:270v,,,of Sorèze,"Peter of Saint-Pierre, of Sorèze [Petrus de Sancto Petro, de Soricino], 270v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1021,Peter of the Ispani,Petrus de Ispanis,Peter of the Ispani,Peter,,,,,,of,the Ispani,,,,,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,no,OP,,,churchperson,,,,i,,,,"XXV:177v, XXV:192r, XXV:199v, XXV:201r",,,,"Peter of the Ispani [Petrus de Ispanis], OP, 107 n. 225; 177v, 192r, 199v, 201r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1022,Peter of Aurinhol,Petrus (de Manso de Aurinhol) qui alias vocatur Tholosanus,"Peter (of the mas of Aurinhol), alias Tolsan",Peter,,,,,,of,Aurinhol,,,Tolsan,,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,no,,,,,,,,,,"N54 Name derived from his father’s name, he is not explicitly named thus.",,"XXV:13v, XXV:14r",,,,"Peter (of the mas of Aurinhol), {N54 Name derived from his father’s name; he is not explicitly named thus.} alias Tolsan [Petrus (de Manso de Aurinhol) qui alias vocatur Tholosanus], 13v–14r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1023,Peter of Toulouse,Petrus de Tholosa,Peter of Toulouse,Peter,,,,,,of,Toulouse,,,,,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,no,,,,,,,,,,,,XXV:316r,,,viguier of Toulouse,"Peter of Toulouse [Petrus de Tholosa], viguier of Toulouse, 316r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1024,Peter of Vacquiers,Petrus de Vaqueriis,Peter of Vacquiers,Peter,,,,,,of,Vacquiers,,,,,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,no,,notary,notary,official,100,"{u'notary': [[100, u'notary', u'notary', u'official'], [63, u'notary', u'apothecary', u'merchant']]}",,i,,,,"XXV:172v, XXV:176v, XXV:177v, XXV:177r, XXV:202v, XXV:204v, XXV:208v, XXV:221v, XXV:230r, XXV:251v, XXV:265v",,,,"Peter of Vacquiers [Petrus de Vaqueriis], notary, 86–87, 88 n. 92, 91–93, 96, 108; 172v, 176v–177v, 202v, 204v, 208v, 221v, 230r, 251v, 265v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1025,Peter of Vaure,Petrus de Baure,Peter of Vaure,Peter,,,,,,of,Vaure,,,,,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,no,,notary,notary,official,100,"{u'notary': [[100, u'notary', u'notary', u'official'], [63, u'notary', u'apothecary', u'merchant']]}",,i,,,,XXV:158v,,,,"Peter of Vaure [Petrus de Baure], notary, 88 n. 92, 108 n. 228; 158v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1026,Peter of Verdié,Petrus de Viridario de Avinione,Peter of Verdié of Avignonet,Peter,,,,,,of,Verdié,,,,Avignonet,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,h,,,,,,,,,,,,"XXV:311v, XXV:312r",,,,"Peter of Verdié of Avignonet [Petrus de Viridario de Avinione], H, 311v–312r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1027,Peter of Verona,,Peter of Verona,Peter,,,,,,of,Verona,,,,,,,m,m,english_names1(Peter),no,OP,,,churchperson,,,,,,,,,,,,"Peter of Verona, OP, 298v n. 5",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1028,Peter of Villèle,Petrus de Vilela/Petrus Vilela de Sancto Paulo de Cadaiovis,Peter of Villèle of Saint-Paul-Cap-de-Joux,Peter,,,,,,of,Villèle,,,,Saint-Paul-Cap-de-Joux,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,no,,,,,,,,,,,,"XXV:163r, XXV:163v, XXV:210r, XXV:211r, XXV:212r, XXV:211v, XXV:213r, XXV:213v",,,,"Peter of Villèle of Saint-Paul-Cap-de-Joux [Petrus de Vilela/Petrus Vilela de Sancto Paulo de Cadaiovis], 53, 54; 163r–v, 210r, 211r–212r, 213r–v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1029,Peter Oliba,Petrus Oliba,Peter Oliba,Peter,,,,Oliba,,,,,,,,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,no,,,,,,,,,,,,"XXV:144v, XXV:303r, XXV:303v, XXV:305r, XXV:319v, XXV:329v",,,,"Peter Oliba [Petrus Oliba], 144v, 303r–v, 305r, 319v, 329v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1030,Peter Oliba of Blan,Petrus Oliba de Blanno,Peter Oliba of Blan,Peter,,,,Oliba,,of,Blan,,,,,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,no,,,,,,,,,,,,"XXV:289r, XXV:289v",,,,"Peter Oliba of Blan [Petrus Oliba de Blanno], 289r–v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1031,Peter Pellicciaio,Petrus Pellicerii de Placentia,Peter Pellicciaio of Piacenza,Peter,,,,Pellicciaio,,of,Piacenza,,,,,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,no,,,,,,,,,,,,"XXV:306r, XXV:329r, XXV:329v",,,,"Peter Pellicciaio of Piacenza [Petrus Pellicerii de Placentia], 306r, 329r–v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1032,Peter Perrin,Petrus Perrini de Podio Laurentio,Peter Perrin of Puylaurens,Peter,,,,Perrin,,of,Puylaurens,,,,,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,no,,,,,,,,,,,,"XXV:215v, XXV:217r, XXV:216r, XXV:216v",,,,"Peter Perrin of Puylaurens [Petrus Perrini de Podio Laurentio], 75 n. 33; 215v–217r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1033,Peter Pictavin,Petrus Pictavini de Soricino senior,Peter Pictavin of Sorèze the elder,Peter,,,,Pictavin,,of,Sorèze,,Sr,,,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,no,,,,,,,,,,,,"XXV:248r, XXV:271r, XXV:248v, XXV:249r, XXV:249v, XXV:250r, XXV:250v, XXV:251r, XXV:251v, XXV:252r, XXV:252v, XXV:253r, XXV:253v, XXV:254r, XXV:254v, XXV:255r, XXV:255v, XXV:256r, XXV:256v, XXV:257r, XXV:257v, XXV:258r, XXV:258v, XXV:259r, XXV:259v, XXV:260r, XXV:260v, XXV:261r, XXV:261v, XXV:262r, XXV:262v, XXV:263r, XXV:263v, XXV:264r, XXV:264v, XXV:265r, XXV:265v, XXV:266r, XXV:266v, XXV:267r, XXV:267v, XXV:268r, XXV:268v, XXV:269r, XXV:269v, XXV:270r, XXV:270v, XXVI:248r, XXVI:248v, XXVI:274v, XXVI:281r, XXVI:294r, XXVI:294v, XXVI:295r, XXVI:295v, XXVI:296r, XXVI:3v, XXVI:25v, XXVI:28r",,,,"Peter Pictavin of Sorèze the elder [Petrus Pictavini de Soricino senior], 55, 73, 75 n. 33, 76, 79, 81, 82, 85, 94, 96 n. 160, 112, 115; 248r–271r, 142r n. 6, 248r–v, 274v, 281r, 294r, 294v, 295r, 295v, 296r, 3v, 25v, 28r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1034,Peter Pictavin,Petrus Pictavini de Tholosa,Peter Pictavin of Toulouse,Peter,,,,Pictavin,,of,Toulouse,,,,,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,no,,,,,,,,,,"N55 At 303v, only Peter Peitavi.",,"XXV:142r, XXV:303r, XXV:303v",,,,"Peter Pictavin of Toulouse [Petrus Pictavini de Tholosa], 142r, 303r–v {N55 At 303v, only Peter Peitavi.}",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1035,Peter Pons,Petrus Pontii de Empento,Peter Pons of Lempaut,Peter,,,,Pons,,of,Lempaut,,,,,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,no,,,,,,,,,,,,XXV:34r,,,,"Peter Pons of Lempaut [Petrus Pontii de Empento], 34r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1036,Peter Pons,,Peter Pons of Roqueville,Peter,,,lord,Pons,,of,Roqueville,,,,,,,m,mm,english_names1(Peter) gender_role1(lord),no,,,,,,,,,,,,,,,,"Peter Pons of Roqueville, lord, 131v n. 3",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1037,Peter Polhan,Petrus Polhani,Peter Polhan,Peter,,,,Polhan,,,,,,,,,,m,mmmm,english_names1(Peter) latin_names1(Petrus) latin_guess1 gender_role1(son),h,,bishop of the heretics of Carcassonne,bishop of the heretics,dissident minister,75,"{u'bishop of the heretics of Carcassonne': [[75, u'bishop of the heretics of Carcassonne', u'bishop of the heretics', u'dissident minister']]}",,d,,,,XXVI:51v,,,bishop of the heretics of Carcassonne,"Peter Polhan [Petrus Polhani], H, bishop of the heretics of Carcassonne, 3r n. 11, 51v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1038,Peter Pros,Petrus Pros,Peter Pros,Peter,,,,Pros,,,,,,,,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,no,,,,,,,,,,,,XXV:281v,,,,"Peter Pros [Petrus Pros], 281v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1039,Peter Ralph,,Peter Ralph,Peter,,,,Ralph,,,,,,,,,,m,m,english_names1(Peter),no,,notary,notary,official,100,"{u'notary': [[100, u'notary', u'notary', u'official'], [63, u'notary', u'apothecary', u'merchant']]}",,,,,,,,,,"Peter Ralph, notary, 84, n. 60",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1040,Peter Ratier,Petrus Raterii de Auriaco,Peter Ratier of Auriac,Peter,,,,Ratier,,of,Auriac,,,,,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,no,,shieldbearer,shieldbearer,servant,100,"{u'shieldbearer': [[100, u'shieldbearer', u'shieldbearer', u'servant']]}",,,,,,"XXV:216v, XXV:268v",,,,"Peter Ratier of Auriac [Petrus Raterii de Auriaco], shieldbearer, 47; 216v, 268v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1041,Peter Raymond,Petrus Raymundi,Peter Raymond,Peter,,,,Raymond,,,,,,,,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,no,,squire,squire,servant,100,"{u'squire': [[100, u'squire', u'squire', u'servant']]}",,,,,,"XXV:212r, XXV:214r, XXV:212v, XXV:213r, XXV:213v",,,,"Peter Raymond [Petrus Raymundi], squire, 47, 53, 54; 212r–214r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1042,Peter Raymond,Petrus Raymundi orbus,"Peter Raymond, the blind man",Peter,,,,Raymond,,,,,,,,,,m,mmmm,english_names1(Peter) latin_names1(Petrus) latin_guess1 gender_role1(husband),no,,the blind man,husbandman,production-worker,61,"{u'the blind man': [[61, u'the blind man', u'husbandman', u'production'], [61, u'the blind man', u'husbandman', u'production-worker']]}",,,,,,XXV:316v,,,the blind man,"Peter Raymond, the blind man [Petrus Raymundi orbus], 316v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1043,Peter Raymond,Petrus Raymundi,Peter Raymond,Peter,,,,Raymond,,,,,,,,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,no,,"abbot of Sorèze, abbot of Lagrasse (abbas Crassensis)","abbot, abbot","churchperson",,first word,,i,,,,"XXV:271v, XXV:273r, XXV:272r, XXV:272v, XXV:274r",,,,"Peter Raymond [Petrus Raymundi], abbot of Sorèze, abbot of Lagrasse (abbas Crassensis), 106 n. 217; 271v–273r, 274r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1044,Peter Raymond,Petrus Raymondi Baranhonis,Peter Raymond Baranhon,Peter,,,,Raymond,,,,,,,,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,no,OP,,,churchperson,,,,i,,here only Petrus Raymundi (DZ),,"XXV:34v, XXV:36r, XXV:155r, XXV:158v, XXV:177r, XXV:177v, XXV:192r, XXV:199v, XXV:201r, XXV:208v, XXV:214r, XXV:217r, XXV:221v, XXV:224v, XXV:242v, XXV:247v, XXV:251v, XXV:259v, XXV:274r, XXVI:48r",,,,"Peter Raymond Baranhon [Petrus Raymondi Baranhonis], OP, 107 n. 219; 34v, 36r, 155r, 158v, 177r–v, 192r, 199v, 201r, 208v, 214r, 217r, 221v, 224v, 242v {here only Petrus Raymundi (DZ)}, 247v, 251v, 259v, 274r, 48r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1045,Peter Raymond,,Peter Raymond Bonhomme,Peter,,,lord,Raymond,,,,,,,,,,m,mm,english_names1(Peter) gender_role1(lord),no,,,,,,,,,,,,,,,,"Peter Raymond Bonhomme, lord, 172v n. 4",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1046,Peter Raymond,Petrus Raymundi Magreta,Peter Raymond Magreta,Peter,,,,Raymond,,,,,,,,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,h,,,,,,,,,,,,"XXV:178r, XXV:178v",,,,"Peter Raymond Magreta [Petrus Raymundi Magreta], H, 178r–v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1047,Peter Raymond,Petrus Raymundus Mercaderii,Peter Raymond Mercadier,Peter,,,,Raymond,,,,,,,,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,no,,,,,,,,,,,,"XXVI:27r, XXVI:31v, XXVI:33v, XXVI:34r, XXVI:36v",,,,"Peter Raymond Mercadier [Petrus Raymundus Mercaderii], <27r>, <31v>, <33v>, <34r>, <36v>",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1048,Peter Raymond,"Petrus Raymundi de Drulia/Petrus de Drulia, de Soricino","Peter Raymond of Dreuilhe, of Sorèze",Peter,,,,Raymond,,of,Dreuilhe,,,,Sorèze,,,m,mmm,english_names1(Peter) latin_names1(Petrus) latin_guess1,h,,knight,knight,knight/noble,100,"{u'knight': [[100, u'knight', u'knight', u'knight/noble']]}",,,,N56 Here only ‘Peter of Dreuilhe’.,,"XXV:248r, XXV:252r, XXV:257v, XXV:275r, XXV:283r, XXV:291v, XXV:292r, XXV:292v, XXV:295v, XXVI:3r, XXVI:3v, XXVI:27v, XXVI:28r, XXVI:30r",,,of Sorèze,"Peter Raymond of Dreuilhe, of Sorèze [Petrus Raymundi de Drulia/Petrus de Drulia, de Soricino], knight, H, 248r, 252r, 257v, 275r, 283r, 291v, 292r–v, 295v (?), 3r–v, 27v–28r, 30r {N56 Here only ‘Peter of Dreuilhe’.}",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
